Request_id,Pickup_point,Driver_id,Status,Request_date,Request_time,Drop_date,Drop_time
1296,Airport,231,Trip Completed,11/7/2016,10:27:00 PM,11/7/2016,11:37:00 PM
1297,City,91,Trip Completed,11/7/2016,10:22:00 PM,11/7/2016,11:03:00 PM
1298,City,NA,No Cars Available,11/7/2016,10:28:00 PM,NA,NA
1299,City,48,Trip Completed,11/7/2016,10:22:00 PM,11/7/2016,11:06:00 PM
1300,City,73,Trip Completed,11/7/2016,10:31:00 PM,11/7/2016,10:56:00 PM
1301,Airport,288,Trip Completed,11/7/2016,10:30:00 PM,11/7/2016,11:13:00 PM
1302,City,NA,No Cars Available,11/7/2016,10:30:00 PM,NA,NA
1303,City,44,Cancelled,11/7/2016,10:27:00 PM,NA,NA
1304,City,NA,No Cars Available,11/7/2016,10:35:00 PM,NA,NA
1305,City,NA,No Cars Available,11/7/2016,10:31:00 PM,NA,NA
1306,Airport,203,Trip Completed,11/7/2016,10:39:00 PM,11/7/2016,11:46:00 PM
1307,Airport,130,Trip Completed,11/7/2016,10:42:00 PM,11/7/2016,11:07:00 PM
1308,City,182,Trip Completed,11/7/2016,10:41:00 PM,11/7/2016,11:54:00 PM
1309,City,254,Trip Completed,11/7/2016,10:40:00 PM,11/7/2016,11:15:00 PM
1310,City,257,Trip Completed,11/7/2016,10:45:00 PM,11/7/2016,11:36:00 PM
1311,City,NA,No Cars Available,11/7/2016,10:49:00 PM,NA,NA
1312,City,201,Trip Completed,11/7/2016,10:48:00 PM,11/7/2016,11:37:00 PM
1313,Airport,NA,No Cars Available,11/7/2016,10:50:00 PM,NA,NA
1314,Airport,194,Trip Completed,11/7/2016,10:44:00 PM,11/7/2016,11:51:00 PM
1315,Airport,300,Trip Completed,11/7/2016,10:54:00 PM,11/7/2016,11:35:00 PM
1316,City,118,Trip Completed,11/7/2016,10:54:00 PM,11/7/2016,11:45:00 PM
1317,Airport,164,Trip Completed,11/7/2016,10:57:00 PM,11/7/2016,11:52:00 PM
1318,City,207,Trip Completed,11/7/2016,10:51:00 PM,11/7/2016,11:45:00 PM
1319,City,276,Trip Completed,11/7/2016,10:48:00 PM,11/7/2016,11:43:00 PM
1320,City,174,Trip Completed,11/7/2016,10:52:00 PM,12/7/2016,12:06:00 AM
1321,Airport,166,Trip Completed,11/7/2016,11:01:00 PM,12/7/2016,12:05:00 AM
1322,Airport,NA,No Cars Available,11/7/2016,11:04:00 PM,NA,NA
1323,City,NA,No Cars Available,11/7/2016,11:00:00 PM,NA,NA
1324,City,177,Trip Completed,11/7/2016,10:59:00 PM,12/7/2016,12:05:00 AM
1325,City,64,Cancelled,11/7/2016,11:06:00 PM,NA,NA
1326,Airport,113,Trip Completed,11/7/2016,11:06:00 PM,12/7/2016,12:07:00 AM
1327,Airport,NA,No Cars Available,11/7/2016,11:10:00 PM,NA,NA
1328,Airport,NA,No Cars Available,11/7/2016,11:07:00 PM,NA,NA
1329,Airport,67,Trip Completed,11/7/2016,11:10:00 PM,11/7/2016,11:45:00 PM
1330,Airport,99,Trip Completed,11/7/2016,11:11:00 PM,12/7/2016,12:14:00 AM
1331,Airport,NA,No Cars Available,11/7/2016,11:13:00 PM,NA,NA
1332,City,NA,No Cars Available,11/7/2016,11:14:00 PM,NA,NA
1333,City,296,Trip Completed,11/7/2016,11:17:00 PM,12/7/2016,12:15:00 AM
1334,City,NA,No Cars Available,11/7/2016,11:19:00 PM,NA,NA
1335,City,NA,No Cars Available,11/7/2016,11:20:00 PM,NA,NA
1336,City,173,Trip Completed,11/7/2016,11:17:00 PM,11/7/2016,11:52:00 PM
1337,Airport,NA,No Cars Available,11/7/2016,11:22:00 PM,NA,NA
1338,Airport,102,Trip Completed,11/7/2016,11:23:00 PM,11/7/2016,11:58:00 PM
1339,Airport,108,Trip Completed,11/7/2016,11:25:00 PM,12/7/2016,12:32:00 AM
1340,City,57,Trip Completed,11/7/2016,11:22:00 PM,11/7/2016,11:55:00 PM
1341,Airport,172,Trip Completed,11/7/2016,11:26:00 PM,12/7/2016,12:06:00 AM
1342,City,NA,No Cars Available,11/7/2016,11:30:00 PM,NA,NA
1343,City,237,Trip Completed,11/7/2016,11:37:00 PM,12/7/2016,12:32:00 AM
1344,City,96,Trip Completed,11/7/2016,11:35:00 PM,12/7/2016,12:39:00 AM
1345,Airport,186,Trip Completed,11/7/2016,11:37:00 PM,12/7/2016,12:09:00 AM
1346,Airport,9,Trip Completed,11/7/2016,11:39:00 PM,12/7/2016,12:23:00 AM
1347,City,NA,No Cars Available,11/7/2016,11:44:00 PM,NA,NA
1348,City,NA,No Cars Available,11/7/2016,11:42:00 PM,NA,NA
1349,Airport,61,Trip Completed,11/7/2016,11:41:00 PM,12/7/2016,12:22:00 AM
1350,City,219,Trip Completed,11/7/2016,11:40:00 PM,12/7/2016,12:26:00 AM
1351,Airport,94,Trip Completed,11/7/2016,11:44:00 PM,12/7/2016,12:49:00 AM
1352,Airport,NA,No Cars Available,11/7/2016,11:49:00 PM,NA,NA
1353,Airport,40,Trip Completed,11/7/2016,11:51:00 PM,12/7/2016,12:34:00 AM
1354,City,242,Trip Completed,11/7/2016,11:45:00 PM,12/7/2016,12:52:00 AM
1355,Airport,NA,No Cars Available,11/7/2016,11:45:00 PM,NA,NA
1356,City,101,Cancelled,11/7/2016,11:42:00 PM,NA,NA
1357,City,NA,No Cars Available,11/7/2016,11:52:00 PM,NA,NA
1358,City,NA,No Cars Available,11/7/2016,11:57:00 PM,NA,NA
1359,City,139,Trip Completed,11/7/2016,11:51:00 PM,12/7/2016,12:50:00 AM
1360,City,144,Trip Completed,11/7/2016,11:54:00 PM,12/7/2016,1:09:00 AM
1361,City,NA,No Cars Available,11/7/2016,11:58:00 PM,NA,NA
1362,City,NA,No Cars Available,11/7/2016,12:02:00 AM,NA,NA
1363,Airport,136,Trip Completed,11/7/2016,12:00:00 AM,11/7/2016,1:11:00 AM
1364,City,NA,No Cars Available,11/7/2016,12:06:00 AM,NA,NA
1365,City,229,Cancelled,11/7/2016,12:09:00 AM,NA,NA
1366,City,NA,No Cars Available,11/7/2016,12:09:00 AM,NA,NA
1367,City,155,Trip Completed,11/7/2016,12:05:00 AM,11/7/2016,1:06:00 AM
1368,City,123,Trip Completed,12/7/2016,12:07:00 AM,12/7/2016,12:50:00 AM
1369,Airport,152,Trip Completed,12/7/2016,12:15:00 AM,12/7/2016,12:53:00 AM
1370,Airport,NA,No Cars Available,12/7/2016,12:22:00 AM,NA,NA
1371,Airport,23,Trip Completed,12/7/2016,12:22:00 AM,12/7/2016,1:33:00 AM
1372,City,NA,No Cars Available,12/7/2016,12:28:00 AM,NA,NA
1373,City,NA,No Cars Available,12/7/2016,12:34:00 AM,NA,NA
1374,Airport,NA,No Cars Available,12/7/2016,12:40:00 AM,NA,NA
1375,City,NA,No Cars Available,12/7/2016,12:38:00 AM,NA,NA
1376,Airport,NA,No Cars Available,12/7/2016,12:40:00 AM,NA,NA
1377,Airport,294,Trip Completed,12/7/2016,12:54:00 AM,12/7/2016,1:55:00 AM
1378,Airport,NA,No Cars Available,12/7/2016,12:59:00 AM,NA,NA
1379,Airport,NA,No Cars Available,12/7/2016,12:58:00 AM,NA,NA
1380,Airport,86,Trip Completed,12/7/2016,1:01:00 AM,12/7/2016,2:15:00 AM
1381,City,50,Cancelled,12/7/2016,1:07:00 AM,NA,NA
1382,City,252,Trip Completed,12/7/2016,1:03:00 AM,12/7/2016,1:38:00 AM
1383,City,291,Cancelled,12/7/2016,1:12:00 AM,NA,NA
1384,City,184,Trip Completed,12/7/2016,1:15:00 AM,12/7/2016,2:18:00 AM
1385,Airport,NA,No Cars Available,12/7/2016,1:28:00 AM,NA,NA
1386,Airport,110,Trip Completed,12/7/2016,1:30:00 AM,12/7/2016,2:42:00 AM
1387,Airport,281,Trip Completed,12/7/2016,1:33:00 AM,12/7/2016,2:18:00 AM
1388,City,NA,No Cars Available,12/7/2016,1:47:00 AM,NA,NA
1389,Airport,NA,No Cars Available,12/7/2016,1:54:00 AM,NA,NA
1390,Airport,NA,No Cars Available,12/7/2016,2:03:00 AM,NA,NA
1391,City,NA,No Cars Available,12/7/2016,2:09:00 AM,NA,NA
1392,City,NA,No Cars Available,12/7/2016,2:08:00 AM,NA,NA
1393,City,NA,No Cars Available,12/7/2016,2:08:00 AM,NA,NA
1394,Airport,NA,No Cars Available,12/7/2016,2:13:00 AM,NA,NA
1395,Airport,NA,No Cars Available,12/7/2016,2:24:00 AM,NA,NA
1396,Airport,NA,No Cars Available,12/7/2016,2:26:00 AM,NA,NA
1397,City,NA,No Cars Available,12/7/2016,2:33:00 AM,NA,NA
1398,City,NA,No Cars Available,12/7/2016,2:33:00 AM,NA,NA
1399,City,161,Trip Completed,12/7/2016,2:35:00 AM,12/7/2016,3:42:00 AM
1400,Airport,NA,No Cars Available,12/7/2016,2:36:00 AM,NA,NA
1401,City,110,Cancelled,12/7/2016,2:42:00 AM,NA,NA
1402,Airport,120,Trip Completed,12/7/2016,2:48:00 AM,12/7/2016,3:48:00 AM
1403,City,101,Cancelled,12/7/2016,2:39:00 AM,NA,NA
1404,Airport,NA,No Cars Available,12/7/2016,2:56:00 AM,NA,NA
1405,Airport,NA,No Cars Available,12/7/2016,2:57:00 AM,NA,NA
1406,Airport,30,Trip Completed,12/7/2016,3:02:00 AM,12/7/2016,3:55:00 AM
1407,Airport,NA,No Cars Available,12/7/2016,3:13:00 AM,NA,NA
1408,Airport,233,Trip Completed,12/7/2016,3:13:00 AM,12/7/2016,4:08:00 AM
1409,Airport,NA,No Cars Available,12/7/2016,3:13:00 AM,NA,NA
1410,Airport,18,Trip Completed,12/7/2016,3:14:00 AM,12/7/2016,4:27:00 AM
1411,City,NA,No Cars Available,12/7/2016,3:19:00 AM,NA,NA
1412,Airport,NA,No Cars Available,12/7/2016,3:19:00 AM,NA,NA
1413,City,NA,No Cars Available,12/7/2016,3:31:00 AM,NA,NA
1414,Airport,220,Trip Completed,12/7/2016,3:25:00 AM,12/7/2016,4:33:00 AM
1415,Airport,NA,No Cars Available,12/7/2016,3:23:00 AM,NA,NA
1416,City,NA,No Cars Available,12/7/2016,3:25:00 AM,NA,NA
1417,City,272,Trip Completed,12/7/2016,3:37:00 AM,12/7/2016,4:09:00 AM
1418,Airport,NA,No Cars Available,12/7/2016,3:51:00 AM,NA,NA
1419,City,239,Cancelled,12/7/2016,3:57:00 AM,NA,NA
1420,City,NA,No Cars Available,12/7/2016,4:02:00 AM,NA,NA
1421,City,NA,No Cars Available,12/7/2016,4:05:00 AM,NA,NA
1422,Airport,225,Trip Completed,12/7/2016,4:07:00 AM,12/7/2016,5:20:00 AM
1423,Airport,NA,No Cars Available,12/7/2016,4:15:00 AM,NA,NA
1424,Airport,NA,No Cars Available,12/7/2016,4:29:00 AM,NA,NA
1425,Airport,246,Trip Completed,12/7/2016,4:19:00 AM,12/7/2016,5:34:00 AM
1426,City,76,Cancelled,12/7/2016,4:24:00 AM,NA,NA
1427,Airport,NA,No Cars Available,12/7/2016,4:28:00 AM,NA,NA
1428,Airport,NA,No Cars Available,12/7/2016,4:35:00 AM,NA,NA
1429,City,91,Trip Completed,12/7/2016,4:41:00 AM,12/7/2016,5:22:00 AM
1430,City,NA,No Cars Available,12/7/2016,4:42:00 AM,NA,NA
1431,Airport,NA,No Cars Available,12/7/2016,4:40:00 AM,NA,NA
1432,City,NA,No Cars Available,12/7/2016,4:40:00 AM,NA,NA
1433,City,NA,No Cars Available,12/7/2016,4:46:00 AM,NA,NA
1434,City,151,Cancelled,12/7/2016,4:43:00 AM,NA,NA
1435,City,200,Trip Completed,12/7/2016,4:46:00 AM,12/7/2016,5:55:00 AM
1436,City,204,Trip Completed,12/7/2016,4:46:00 AM,12/7/2016,5:22:00 AM
1437,City,271,Cancelled,12/7/2016,4:42:00 AM,NA,NA
1438,City,NA,No Cars Available,12/7/2016,4:44:00 AM,NA,NA
1439,City,176,Trip Completed,12/7/2016,4:45:00 AM,12/7/2016,5:19:00 AM
1440,Airport,NA,No Cars Available,12/7/2016,4:44:00 AM,NA,NA
1441,City,NA,No Cars Available,12/7/2016,4:49:00 AM,NA,NA
1442,Airport,260,Trip Completed,12/7/2016,4:49:00 AM,12/7/2016,5:42:00 AM
1443,City,NA,No Cars Available,12/7/2016,4:50:00 AM,NA,NA
1444,City,77,Trip Completed,12/7/2016,4:43:00 AM,12/7/2016,5:56:00 AM
1445,Airport,58,Trip Completed,12/7/2016,4:45:00 AM,12/7/2016,6:02:00 AM
1446,City,217,Trip Completed,12/7/2016,4:45:00 AM,12/7/2016,5:38:00 AM
1447,Airport,227,Trip Completed,12/7/2016,4:46:00 AM,12/7/2016,5:25:00 AM
1448,City,NA,No Cars Available,12/7/2016,4:48:00 AM,NA,NA
1449,Airport,74,Trip Completed,12/7/2016,4:53:00 AM,12/7/2016,5:57:00 AM
1450,Airport,79,Trip Completed,12/7/2016,4:46:00 AM,12/7/2016,5:46:00 AM
1451,Airport,101,Trip Completed,12/7/2016,4:53:00 AM,12/7/2016,5:40:00 AM
1452,City,122,Trip Completed,12/7/2016,4:52:00 AM,12/7/2016,5:41:00 AM
1453,City,233,Trip Completed,12/7/2016,4:53:00 AM,12/7/2016,5:54:00 AM
1454,City,108,Trip Completed,12/7/2016,4:54:00 AM,12/7/2016,6:07:00 AM
1455,Airport,51,Trip Completed,12/7/2016,4:56:00 AM,12/7/2016,5:27:00 AM
1456,City,169,Cancelled,12/7/2016,4:56:00 AM,NA,NA
1457,Airport,218,Trip Completed,12/7/2016,4:58:00 AM,12/7/2016,5:26:00 AM
1458,City,57,Cancelled,12/7/2016,4:52:00 AM,NA,NA
1459,Airport,224,Trip Completed,12/7/2016,4:59:00 AM,12/7/2016,5:41:00 AM
1460,City,NA,No Cars Available,12/7/2016,4:56:00 AM,NA,NA
1461,Airport,283,Trip Completed,12/7/2016,4:58:00 AM,12/7/2016,6:10:00 AM
1462,Airport,23,Cancelled,12/7/2016,5:01:00 AM,NA,NA
1463,City,NA,No Cars Available,12/7/2016,5:02:00 AM,NA,NA
1464,Airport,154,Trip Completed,12/7/2016,5:03:00 AM,12/7/2016,6:03:00 AM
1465,City,263,Trip Completed,12/7/2016,4:59:00 AM,12/7/2016,6:17:00 AM
1466,City,NA,No Cars Available,12/7/2016,5:06:00 AM,NA,NA
1467,Airport,2,Trip Completed,12/7/2016,5:08:00 AM,12/7/2016,6:02:00 AM
1468,City,149,Trip Completed,12/7/2016,5:09:00 AM,12/7/2016,6:06:00 AM
1469,City,202,Cancelled,12/7/2016,5:05:00 AM,NA,NA
1470,City,NA,No Cars Available,12/7/2016,5:06:00 AM,NA,NA
1471,City,211,Trip Completed,12/7/2016,5:09:00 AM,12/7/2016,6:01:00 AM
1472,City,169,Cancelled,12/7/2016,5:08:00 AM,NA,NA
1473,City,NA,No Cars Available,12/7/2016,5:18:00 AM,NA,NA
1474,Airport,9,Trip Completed,12/7/2016,5:13:00 AM,12/7/2016,5:56:00 AM
1475,City,31,Cancelled,12/7/2016,5:12:00 AM,NA,NA
1476,City,113,Trip Completed,12/7/2016,5:16:00 AM,12/7/2016,6:04:00 AM
1477,Airport,207,Trip Completed,12/7/2016,5:16:00 AM,12/7/2016,6:13:00 AM
1478,City,33,Trip Completed,12/7/2016,5:16:00 AM,12/7/2016,6:13:00 AM
1479,City,106,Trip Completed,12/7/2016,5:16:00 AM,12/7/2016,5:58:00 AM
1480,Airport,68,Trip Completed,12/7/2016,5:15:00 AM,12/7/2016,6:06:00 AM
1481,City,277,Cancelled,12/7/2016,5:24:00 AM,NA,NA
1482,City,NA,No Cars Available,12/7/2016,5:22:00 AM,NA,NA
1483,City,114,Trip Completed,12/7/2016,5:22:00 AM,12/7/2016,6:22:00 AM
1484,Airport,192,Trip Completed,12/7/2016,5:19:00 AM,12/7/2016,5:55:00 AM
1485,City,19,Trip Completed,12/7/2016,5:21:00 AM,12/7/2016,6:35:00 AM
1486,City,202,Cancelled,12/7/2016,5:20:00 AM,NA,NA
1487,City,297,Cancelled,12/7/2016,5:23:00 AM,NA,NA
1488,Airport,88,Trip Completed,12/7/2016,5:31:00 AM,12/7/2016,6:38:00 AM
1489,City,99,Cancelled,12/7/2016,5:21:00 AM,NA,NA
1490,City,176,Cancelled,12/7/2016,5:21:00 AM,NA,NA
1491,City,240,Cancelled,12/7/2016,5:36:00 AM,NA,NA
1492,City,62,Cancelled,12/7/2016,5:30:00 AM,NA,NA
1493,Airport,276,Trip Completed,12/7/2016,5:28:00 AM,12/7/2016,6:22:00 AM
1494,City,NA,No Cars Available,12/7/2016,5:29:00 AM,NA,NA
1495,Airport,241,Trip Completed,12/7/2016,5:29:00 AM,12/7/2016,6:07:00 AM
1496,Airport,240,Trip Completed,12/7/2016,5:33:00 AM,12/7/2016,6:10:00 AM
1497,City,257,Trip Completed,12/7/2016,5:34:00 AM,12/7/2016,6:45:00 AM
1498,City,273,Trip Completed,12/7/2016,5:30:00 AM,12/7/2016,6:15:00 AM
1499,City,277,Trip Completed,12/7/2016,5:30:00 AM,12/7/2016,6:18:00 AM
1500,City,165,Cancelled,12/7/2016,5:32:00 AM,NA,NA
1501,City,35,Trip Completed,12/7/2016,5:41:00 AM,12/7/2016,6:47:00 AM
1502,City,24,Cancelled,12/7/2016,5:37:00 AM,NA,NA
1503,City,159,Cancelled,12/7/2016,5:39:00 AM,NA,NA
1504,Airport,244,Trip Completed,12/7/2016,5:37:00 AM,12/7/2016,6:02:00 AM
1505,City,129,Cancelled,12/7/2016,5:39:00 AM,NA,NA
1506,City,223,Cancelled,12/7/2016,5:37:00 AM,NA,NA
1507,City,144,Cancelled,12/7/2016,5:44:00 AM,NA,NA
1508,Airport,249,Trip Completed,12/7/2016,5:48:00 AM,12/7/2016,6:33:00 AM
1509,City,228,Cancelled,12/7/2016,5:42:00 AM,NA,NA
1510,Airport,248,Trip Completed,12/7/2016,5:42:00 AM,12/7/2016,6:22:00 AM
1511,City,272,Cancelled,12/7/2016,5:40:00 AM,NA,NA
1512,City,NA,No Cars Available,12/7/2016,5:45:00 AM,NA,NA
1513,City,66,Cancelled,12/7/2016,5:44:00 AM,NA,NA
1514,Airport,82,Trip Completed,12/7/2016,5:41:00 AM,12/7/2016,6:18:00 AM
1515,City,259,Trip Completed,12/7/2016,5:45:00 AM,12/7/2016,6:20:00 AM
1516,City,266,Cancelled,12/7/2016,5:44:00 AM,NA,NA
1517,Airport,6,Trip Completed,12/7/2016,5:45:00 AM,12/7/2016,6:28:00 AM
1518,City,167,Trip Completed,12/7/2016,5:50:00 AM,12/7/2016,6:38:00 AM
1519,Airport,237,Trip Completed,12/7/2016,5:43:00 AM,12/7/2016,6:22:00 AM
1520,City,45,Cancelled,12/7/2016,5:42:00 AM,NA,NA
1521,City,230,Cancelled,12/7/2016,5:50:00 AM,NA,NA
1522,City,NA,No Cars Available,12/7/2016,5:52:00 AM,NA,NA
1523,City,NA,No Cars Available,12/7/2016,5:49:00 AM,NA,NA
1524,City,96,Trip Completed,12/7/2016,5:50:00 AM,12/7/2016,6:59:00 AM
1525,City,183,Trip Completed,12/7/2016,5:48:00 AM,12/7/2016,6:46:00 AM
1526,City,238,Trip Completed,12/7/2016,5:56:00 AM,12/7/2016,6:52:00 AM
1527,Airport,202,Trip Completed,12/7/2016,5:52:00 AM,12/7/2016,7:07:00 AM
1528,City,54,Trip Completed,12/7/2016,5:58:00 AM,12/7/2016,6:33:00 AM
1529,City,133,Trip Completed,12/7/2016,5:56:00 AM,12/7/2016,6:49:00 AM
1530,City,NA,No Cars Available,12/7/2016,5:52:00 AM,NA,NA
1531,City,36,Cancelled,12/7/2016,5:54:00 AM,NA,NA
1532,City,69,Cancelled,12/7/2016,5:54:00 AM,NA,NA
1533,City,49,Trip Completed,12/7/2016,5:56:00 AM,12/7/2016,6:32:00 AM
1534,Airport,212,Trip Completed,12/7/2016,5:59:00 AM,12/7/2016,6:58:00 AM
1535,City,NA,No Cars Available,12/7/2016,5:58:00 AM,NA,NA
1536,Airport,12,Trip Completed,12/7/2016,5:59:00 AM,12/7/2016,6:59:00 AM
1537,City,220,Cancelled,12/7/2016,5:55:00 AM,NA,NA
1538,City,NA,No Cars Available,12/7/2016,6:06:00 AM,NA,NA
1539,City,28,Cancelled,12/7/2016,6:04:00 AM,NA,NA
1540,Airport,201,Trip Completed,12/7/2016,6:04:00 AM,12/7/2016,6:55:00 AM
1541,City,205,Cancelled,12/7/2016,6:04:00 AM,NA,NA
1542,City,NA,No Cars Available,12/7/2016,5:54:00 AM,NA,NA
1543,City,58,Cancelled,12/7/2016,6:02:00 AM,NA,NA
1544,City,157,Cancelled,12/7/2016,6:04:00 AM,NA,NA
1545,Airport,270,Cancelled,12/7/2016,6:01:00 AM,NA,NA
1546,City,NA,No Cars Available,12/7/2016,6:02:00 AM,NA,NA
1547,City,NA,No Cars Available,12/7/2016,6:07:00 AM,NA,NA
1548,Airport,100,Trip Completed,12/7/2016,6:10:00 AM,12/7/2016,7:12:00 AM
1549,City,166,Cancelled,12/7/2016,6:02:00 AM,NA,NA
1550,Airport,180,Trip Completed,12/7/2016,6:08:00 AM,12/7/2016,7:14:00 AM
1551,City,210,Trip Completed,12/7/2016,6:10:00 AM,12/7/2016,6:54:00 AM
1552,City,NA,No Cars Available,12/7/2016,6:05:00 AM,NA,NA
1553,City,23,Trip Completed,12/7/2016,6:09:00 AM,12/7/2016,7:09:00 AM
1555,Airport,136,Cancelled,12/7/2016,6:10:00 AM,NA,NA
1556,City,NA,No Cars Available,12/7/2016,6:10:00 AM,NA,NA
1557,City,83,Cancelled,12/7/2016,6:17:00 AM,NA,NA
1558,City,185,Cancelled,12/7/2016,6:13:00 AM,NA,NA
1559,Airport,196,Trip Completed,12/7/2016,6:09:00 AM,12/7/2016,6:53:00 AM
1560,City,268,Cancelled,12/7/2016,6:06:00 AM,NA,NA
1561,City,149,Cancelled,12/7/2016,6:14:00 AM,NA,NA
1562,Airport,46,Trip Completed,12/7/2016,6:16:00 AM,12/7/2016,7:15:00 AM
1563,Airport,90,Trip Completed,12/7/2016,6:16:00 AM,12/7/2016,7:32:00 AM
1564,City,151,Trip Completed,12/7/2016,6:18:00 AM,12/7/2016,7:14:00 AM
1565,Airport,98,Trip Completed,12/7/2016,6:21:00 AM,12/7/2016,7:32:00 AM
1566,City,38,Cancelled,12/7/2016,6:22:00 AM,NA,NA
1567,Airport,4,Trip Completed,12/7/2016,6:21:00 AM,12/7/2016,7:10:00 AM
1568,City,40,Trip Completed,12/7/2016,6:18:00 AM,12/7/2016,6:52:00 AM
1569,City,190,Cancelled,12/7/2016,6:21:00 AM,NA,NA
1570,Airport,NA,No Cars Available,12/7/2016,6:28:00 AM,NA,NA
1571,Airport,129,Trip Completed,12/7/2016,6:28:00 AM,12/7/2016,7:41:00 AM
1572,City,206,Cancelled,12/7/2016,6:22:00 AM,NA,NA
1573,Airport,247,Trip Completed,12/7/2016,6:27:00 AM,12/7/2016,7:29:00 AM
1574,Airport,161,Trip Completed,12/7/2016,6:26:00 AM,12/7/2016,7:15:00 AM
1575,City,283,Cancelled,12/7/2016,6:23:00 AM,NA,NA
1576,City,57,Trip Completed,12/7/2016,6:27:00 AM,12/7/2016,7:41:00 AM
1577,Airport,278,Trip Completed,12/7/2016,6:22:00 AM,12/7/2016,7:37:00 AM
1578,Airport,282,Trip Completed,12/7/2016,6:25:00 AM,12/7/2016,7:42:00 AM
1579,City,NA,No Cars Available,12/7/2016,6:28:00 AM,NA,NA
1580,City,NA,No Cars Available,12/7/2016,6:29:00 AM,NA,NA
1581,Airport,259,Trip Completed,12/7/2016,6:27:00 AM,12/7/2016,7:27:00 AM
1582,City,290,Cancelled,12/7/2016,6:23:00 AM,NA,NA
1583,City,NA,No Cars Available,12/7/2016,6:30:00 AM,NA,NA
1584,Airport,29,Trip Completed,12/7/2016,6:26:00 AM,12/7/2016,7:18:00 AM
1585,Airport,76,Trip Completed,12/7/2016,6:30:00 AM,12/7/2016,7:27:00 AM
1586,City,NA,No Cars Available,12/7/2016,6:29:00 AM,NA,NA
1587,Airport,71,Trip Completed,12/7/2016,6:31:00 AM,12/7/2016,7:42:00 AM
1588,City,174,Trip Completed,12/7/2016,6:32:00 AM,12/7/2016,7:19:00 AM
1589,City,97,Cancelled,12/7/2016,6:35:00 AM,NA,NA
1590,City,NA,No Cars Available,12/7/2016,6:35:00 AM,NA,NA
1591,City,261,Cancelled,12/7/2016,6:28:00 AM,NA,NA
1592,City,270,Trip Completed,12/7/2016,6:37:00 AM,12/7/2016,7:48:00 AM
1593,City,NA,No Cars Available,12/7/2016,6:30:00 AM,NA,NA
1594,City,215,Cancelled,12/7/2016,6:41:00 AM,NA,NA
1595,Airport,268,Trip Completed,12/7/2016,6:34:00 AM,12/7/2016,7:10:00 AM
1596,Airport,36,Trip Completed,12/7/2016,6:39:00 AM,12/7/2016,7:30:00 AM
1597,City,120,Trip Completed,12/7/2016,6:40:00 AM,12/7/2016,7:42:00 AM
1598,Airport,230,Trip Completed,12/7/2016,6:38:00 AM,12/7/2016,7:31:00 AM
1599,City,246,Cancelled,12/7/2016,6:39:00 AM,NA,NA
1600,City,158,Trip Completed,12/7/2016,6:39:00 AM,12/7/2016,7:13:00 AM
1601,City,255,Cancelled,12/7/2016,6:43:00 AM,NA,NA
1602,City,NA,No Cars Available,12/7/2016,6:41:00 AM,NA,NA
1603,City,47,Cancelled,12/7/2016,6:41:00 AM,NA,NA
1604,City,84,Cancelled,12/7/2016,6:37:00 AM,NA,NA
1605,City,NA,No Cars Available,12/7/2016,6:39:00 AM,NA,NA
1606,Airport,294,Trip Completed,12/7/2016,6:45:00 AM,12/7/2016,7:50:00 AM
1607,City,177,Cancelled,12/7/2016,6:41:00 AM,NA,NA
1608,City,NA,No Cars Available,12/7/2016,6:50:00 AM,NA,NA
1609,City,NA,No Cars Available,12/7/2016,6:43:00 AM,NA,NA
1610,City,NA,No Cars Available,12/7/2016,6:45:00 AM,NA,NA
1611,City,38,Trip Completed,12/7/2016,6:49:00 AM,12/7/2016,7:44:00 AM
1613,City,27,Cancelled,12/7/2016,6:47:00 AM,NA,NA
1614,Airport,141,Trip Completed,12/7/2016,6:55:00 AM,12/7/2016,7:30:00 AM
1615,City,24,Cancelled,12/7/2016,6:52:00 AM,NA,NA
1616,City,277,Cancelled,12/7/2016,6:54:00 AM,NA,NA
1617,Airport,286,Trip Completed,12/7/2016,6:53:00 AM,12/7/2016,7:23:00 AM
1618,City,116,Cancelled,12/7/2016,6:52:00 AM,NA,NA
1619,City,206,Cancelled,12/7/2016,6:53:00 AM,NA,NA
1620,City,40,Cancelled,12/7/2016,6:55:00 AM,NA,NA
1621,City,242,Cancelled,12/7/2016,6:56:00 AM,NA,NA
1622,City,NA,No Cars Available,12/7/2016,6:55:00 AM,NA,NA
1623,City,167,Cancelled,12/7/2016,6:58:00 AM,NA,NA
1624,Airport,NA,No Cars Available,12/7/2016,7:04:00 AM,NA,NA
1625,City,52,Trip Completed,12/7/2016,7:01:00 AM,12/7/2016,7:49:00 AM
1626,Airport,97,Trip Completed,12/7/2016,6:58:00 AM,12/7/2016,7:49:00 AM
1627,City,277,Cancelled,12/7/2016,7:02:00 AM,NA,NA
1628,Airport,128,Trip Completed,12/7/2016,7:05:00 AM,12/7/2016,8:17:00 AM
1629,Airport,261,Trip Completed,12/7/2016,7:04:00 AM,12/7/2016,7:55:00 AM
1630,City,287,Cancelled,12/7/2016,7:03:00 AM,NA,NA
1631,City,NA,No Cars Available,12/7/2016,7:04:00 AM,NA,NA
1632,City,187,Cancelled,12/7/2016,7:06:00 AM,NA,NA
1633,Airport,265,Trip Completed,12/7/2016,7:07:00 AM,12/7/2016,8:07:00 AM
